"entity_id"	"core_entity_id"	"core_consensus_annotation"
"EW021_RS09065"	"g011180"	"DNA mismatch repair protein MutS"
"EW021_RS09070"	"g008852"	"hypothetical protein"
"EW021_RS09075"	"g007318"	"arginine repressor"
"EW021_RS09080"	"g010326"	"arginine--tRNA ligase"
"EW021_RS09085"	"g008104"	"bacteriocin immunity protein"
"EW021_RS09090"	"g012153"	"YitT family protein"
"EW021_RS09095"	"g012122"	"YitT family protein"
"EW021_RS09100"	"g011778"	"YitT family protein"
"EW021_RS09105"	"g000971"	"aspartate--tRNA ligase"
"EW021_RS09110"	"g009330"	"histidine--tRNA ligase"
"EW021_RS09115"	"g009109"	"50S ribosomal protein L32"
"EW021_RS09120"	"g000416"	"50S ribosomal protein L33"
"EW021_RS09130"	"g006392"	"CadD family cadmium resistance transporter"
"EW021_RS09135"	"g007897"	"Cd(II)/Zn(II)-sensing metalloregulatory transcriptional regulator CadX"
"EW021_RS09140"	"g002151"	"helix-turn-helix transcriptional regulator"
"EW021_RS09145"	"g004413"	"DNA translocase FtsK"
"EW021_RS09150"	"g002837"	"hypothetical protein"
"EW021_RS09155"	"g014548"	"None"
"EW021_RS09160"	"g005736"	"DUF368 domain-containing protein"
"EW021_RS09165"	"g002757"	"CoA pyrophosphatase"
"EW021_RS09170"	"g007972"	"PadR family transcriptional regulator"
"EW021_RS09175"	"g006554"	"DUF1700 domain-containing protein"
"EW021_RS09180"	"g001999"	"DUF4097 domain-containing protein"
"EW021_RS09185"	"g004482"	"YhgE/Pip domain-containing protein"
"EW021_RS09190"	"g006836"	"TetR/AcrR family transcriptional regulator"
"EW021_RS09195"	"g002822"	"30S ribosomal protein S4"
"EW021_RS09200"	"g014549"	"None"
"EW021_RS09205"	"g009828"	"ISAs1-like element IS1548 family transposase"
"EW021_RS09210"	"g008334"	"hypothetical protein"
"EW021_RS09215"	"g004892"	"replicative DNA helicase"
"EW021_RS09220"	"g007236"	"50S ribosomal protein L9"
"EW021_RS09225"	"g010141"	"DHH family phosphoesterase"
"EW021_RS09230"	"g000964"	"tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG"
"EW021_RS09235"	"g003606"	"phosphohydrolase"
"EW021_RS09240"	"g000923"	"tRNA 2-thiouridine(34) synthase MnmA"
"EW021_RS09245"	"g002667"	"L-serine ammonia-lyase%2C iron-sulfur-dependent%2C subunit beta"
"EW021_RS09250"	"g005583"	"L-serine ammonia-lyase%2C iron-sulfur-dependent%2C subunit alpha"
"EW021_RS09255"	"g001313"	"lytic transglycosylase IsaA"
"EW021_RS09260"	"g012522"	"energy-coupling factor transporter transmembrane protein EcfT"
"EW021_RS09265"	"g012306"	"energy-coupling factor transporter ATPase"
"EW021_RS09270"	"g012059"	"energy-coupling factor transporter ATPase"
"EW021_RS09275"	"g006782"	"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase"
"EW021_RS09280"	"g011386"	"helix-turn-helix domain-containing protein"
"EW021_RS09285"	"g009306"	"insulinase family protein"
"EW021_RS09290"	"g009452"	"insulinase family protein"
"EW021_RS09295"	"g009403"	"hyaluronan synthase HasA"
"EW021_RS09300"	"g000428"	"UDP-glucose 6-dehydrogenase"
"EW021_RS09305"	"g002400"	"UTP--glucose-1-phosphate uridylyltransferase GalU"
"EW021_RS09310"	"g000719"	"S4 domain-containing protein YaaA"
"EW021_RS09315"	"g009901"	"DNA replication/repair protein RecF"
"EW021_RS09320"	"g012205"	"EamA family transporter"
"EW021_RS09325"	"g001003"	"IMP dehydrogenase"
"EW021_RS09330"	"g002297"	"tryptophan--tRNA ligase"
"EW021_RS09335"	"g012154"	"YitT family protein"
"EW021_RS09340"	"g004716"	"ATP-binding cassette domain-containing protein"
"EW021_RS09345"	"g011177"	"YfhO family protein"
"EW021_RS09375"	"g007082"	"23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH"
"EW021_RS09380"	"g009517"	"PDZ domain-containing protein"
"EW021_RS09385"	"g012489"	"ParB/RepB/Spo0J family partition protein"
"EW025_RS00005"	"g010876"	"chromosomal replication initiator protein DnaA"
"EW025_RS00010"	"g009819"	"DNA polymerase III subunit beta"
"EW025_RS00015"	"g008944"	"DUF951 family protein"
"EW025_RS00020"	"g000450"	"redox-regulated ATPase YchF"
"EW025_RS00025"	"g006638"	"aminoacyl-tRNA hydrolase"
"EW025_RS00030"	"g011081"	"transcription-repair coupling factor"
"EW025_RS00035"	"g003744"	"RNA-binding S4 domain-containing protein"
"EW025_RS00040"	"g007687"	"septum formation initiator family protein"
"EW025_RS00045"	"g009310"	"serine hydrolase"
"EW025_RS00050"	"g009311"	"tRNA lysidine(34) synthetase TilS"
"EW025_RS00055"	"g002984"	"hypoxanthine phosphoribosyltransferase"
"EW025_RS00060"	"g000951"	"ATP-dependent zinc metalloprotease FtsH"
"EW025_RS00065"	"g010780"	"amino acid permease"
"EW025_RS00240"	"g014584"	"None"
"EW025_RS00245"	"g009619"	"CHAP domain-containing protein"
"EW025_RS00250"	"g000509"	"ribose-phosphate diphosphokinase"
"EW025_RS00255"	"g012758"	"DNA repair protein RecO"
"EW025_RS00260"	"g005285"	"phosphate acyltransferase PlsX"
"EW025_RS00265"	"g001748"	"acyl carrier protein"
"EW025_RS00270"	"g002595"	"phosphoribosylaminoimidazolesuccinocarboxamide synthase"
"EW025_RS00275"	"g005055"	"phosphoribosylformylglycinamidine synthase"
"EW025_RS00280"	"g004815"	"amidophosphoribosyltransferase"
"EW025_RS00285"	"g000505"	"phosphoribosylformylglycinamidine cyclo-ligase"
"EW025_RS00290"	"g006730"	"phosphoribosylglycinamide formyltransferase"
"EW025_RS00295"	"g002105"	"bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase"
"EW025_RS00300"	"g009854"	"CHAP domain-containing protein"
"EW025_RS00305"	"g001887"	"phosphoribosylamine--glycine ligase"
"EW025_RS00310"	"g000662"	"5-(carboxyamino)imidazole ribonucleotide mutase"
"EW025_RS00315"	"g000916"	"5-(carboxyamino)imidazole ribonucleotide synthase"
"EW025_RS00320"	"g010386"	"abortive infection protein"
"EW025_RS00325"	"g004124"	"adenylosuccinate lyase"
"EW025_RS00330"	"g011950"	"helix-turn-helix transcriptional regulator"
"EW025_RS00335"	"g001085"	"Holliday junction branch migration DNA helicase RuvB"
"EW025_RS00340"	"g007316"	"low molecular weight phosphotyrosine protein phosphatase"
"EW025_RS00345"	"g007494"	"membrane protein"
"EW025_RS00350"	"g010246"	"acetyltransferase"
"EW025_RS00355"	"g005099"	"bifunctional acetaldehyde-CoA/alcohol dehydrogenase"
"EW025_RS00360"	"g001078"	"alcohol dehydrogenase AdhP"
"EW025_RS00365"	"g009299"	"MATE family efflux transporter"
"EW025_RS00370"	"g001655"	"30S ribosomal protein S10"
"EW025_RS00375"	"g001250"	"50S ribosomal protein L3"
"EW025_RS00380"	"g002792"	"50S ribosomal protein L4"
"EW025_RS00385"	"g003670"	"50S ribosomal protein L23"
"EW025_RS00390"	"g002480"	"50S ribosomal protein L2"
"EW025_RS00395"	"g001697"	"30S ribosomal protein S19"
"EW025_RS00400"	"g000755"	"50S ribosomal protein L22"
"EW025_RS00405"	"g001268"	"30S ribosomal protein S3"
"EW025_RS00410"	"g000710"	"50S ribosomal protein L16"
"EW025_RS00415"	"g000833"	"50S ribosomal protein L29"
"EW025_RS00420"	"g000817"	"30S ribosomal protein S17"
"EW025_RS00425"	"g001586"	"50S ribosomal protein L14"
"EW025_RS00430"	"g000784"	"50S ribosomal protein L24"
"EW025_RS00435"	"g001397"	"50S ribosomal protein L5"
"EW025_RS00440"	"g000383"	"30S ribosomal protein S14"
"EW025_RS00445"	"g001557"	"30S ribosomal protein S8"
"EW025_RS00450"	"g002997"	"50S ribosomal protein L6"
"EW025_RS00455"	"g001600"	"50S ribosomal protein L18"
"EW025_RS00460"	"g000665"	"30S ribosomal protein S5"
"EW025_RS00465"	"g000852"	"50S ribosomal protein L30"
"EW025_RS00470"	"g000703"	"50S ribosomal protein L15"
"EW025_RS00475"	"g011005"	"preprotein translocase subunit SecY"
"EW025_RS00480"	"g002744"	"adenylate kinase"
"EW025_RS00485"	"g001776"	"translation initiation factor IF-1"
"EW025_RS00490"	"g014585"	"None"
"EW025_RS00495"	"g000745"	"30S ribosomal protein S13"
"EW025_RS00500"	"g000732"	"30S ribosomal protein S11"
"EW025_RS00505"	"g005441"	"DNA-directed RNA polymerase subunit alpha"
"EW025_RS00510"	"g003419"	"50S ribosomal protein L17"
"EW025_RS00595"	"g009065"	"hypothetical protein"
"EW025_RS00600"	"g014586"	"None"
"EW025_RS00610"	"g003942"	"4-diphosphocytidyl-2C-methyl-D-erythritol kinase"
"EW025_RS00615"	"g007284"	"MarR family transcriptional regulator"
"EW025_RS00620"	"g012939"	"metal ABC transporter ATP-binding protein"
"EW025_RS00625"	"g012439"	"iron chelate uptake ABC transporter family permease subunit"
"EW025_RS00630"	"g003427"	"HIT family protein"
"EW025_RS00635"	"g000226"	"tyrosine--tRNA ligase"
"EW025_RS00640"	"g011240"	"penicillin-binding protein"
"EW025_RS00645"	"g002223"	"DNA-directed RNA polymerase subunit beta"
"EW025_RS00650"	"g001032"	"DNA-directed RNA polymerase subunit beta'"
"EW025_RS00655"	"g007708"	"DUF1033 family protein"
"EW025_RS00660"	"g011796"	"competence protein CglA"
"EW025_RS00665"	"g011567"	"type II secretion system F family protein"
"EW025_RS00670"	"g007967"	"prepilin-type N-terminal cleavage/methylation domain-containing protein"
"EW025_RS00675"	"g007363"	"competence protein"
"EW025_RS00680"	"g003862"	"competence protein ComG"
"EW025_RS00685"	"g003292"	"competence protein ComG"
"EW025_RS00690"	"g007968"	"hypothetical protein"
"EW025_RS00695"	"g011710"	"class I SAM-dependent methyltransferase"
"EW025_RS00700"	"g001921"	"acetate kinase"
"EW025_RS00705"	"g003635"	"hypothetical protein"
"EW025_RS00710"	"g012683"	"pyrroline-5-carboxylate reductase"
"EW025_RS00715"	"g011243"	"glutamyl aminopeptidase"
"EW025_RS00720"	"g009208"	"hypothetical protein"
"EW025_RS00725"	"g008253"	"DUF4651 domain-containing protein"
"EW025_RS00730"	"g008032"	"thioredoxin family protein"
"EW025_RS00735"	"g006388"	"DUF4479 and tRNA-binding domain-containing protein"
"EW025_RS00740"	"g000102_2"	"single-stranded DNA-binding protein"
"EW025_RS00745"	"g006314"	"deoxynucleoside kinase"
"EW025_RS00750"	"g011616"	"tRNA dihydrouridine synthase DusB"
"EW025_RS00755"	"g012149"	"Hsp33 family molecular chaperone HslO"
"EW025_RS00760"	"g010574"	"hypothetical protein"
"EW025_RS00770"	"g000236"	"fibronectin-binding protein SfbI"
"EW025_RS00775"	"g006710"	"signal peptidase I"
"EW025_RS00780"	"g011400"	"FCT-2 pilus major pilin FctA"
"EW025_RS00785"	"g012968"	"FCT-2 pilus polymerization class B sortase SrtC1"
"EW025_RS00790"	"g006289"	"FCT-2 pilus minor pilin FctB"
"EW025_RS00795"	"g010885"	"IS66 family transposase"
"EW025_RS00800"	"g008665"	"hypothetical protein"
"EW025_RS00805"	"g007818"	"IS66 family insertion sequence element accessory protein TnpB"
"EW025_RS00815"	"g005722"	"class C sortase"
"EW025_RS00820"	"g001246"	"hypothetical protein"
"EW025_RS00825"	"g010817"	"short-chain fatty acid transporter"
"EW025_RS00835"	"g000057"	"acetyl-CoA C-acetyltransferase"
"EW025_RS00840"	"g001255"	"CoA transferase subunit A"
"EW025_RS00845"	"g000162"	"CoA transferase subunit B"
"EW025_RS00850"	"g006145"	"transcriptional regulator"
"EW025_RS00855"	"g007709"	"RidA family protein"
"EW025_RS00860"	"g005259"	"PTS fructose transporter subunit IIC"
"EW025_RS00865"	"g008006"	"hypothetical protein"
"EW025_RS00870"	"g010119"	"V-type ATP synthase subunit I"
"EW025_RS00875"	"g007079"	"V-type ATP synthase subunit K"
"EW025_RS00880"	"g006565"	"V-type ATP synthase subunit E"
"EW025_RS00885"	"g011508"	"V-type ATP synthase subunit C"
"EW025_RS00890"	"g008007"	"V-type ATP synthase subunit F"
"EW025_RS00895"	"g010247"	"V-type ATP synthase alpha chain"
"EW025_RS00900"	"g010729"	"V-type ATP synthase subunit B"
"EW025_RS00905"	"g006389"	"V-type ATP synthase subunit D"
"EW025_RS00910"	"g009388"	"toxic anion resistance protein"
"EW025_RS00915"	"g012121"	"hypothetical protein"
"EW025_RS00920"	"g004125"	"adenylosuccinate synthase"
"EW025_RS00925"	"g005195_2"	"BMP family ABC transporter substrate-binding protein"
"EW025_RS00930"	"g002975"	"transcription termination/antitermination protein NusG"
"EW025_RS00935"	"g010877"	"nicotine adenine dinucleotide glycohydrolase"
"EW025_RS00940"	"g001451"	"NAD glycohydrolase inhibitor"
"EW025_RS00945"	"g010303"	"cholesterol-dependent cytolysin streptolysin O"
"EW025_RS00950"	"g001506"	"hypothetical protein"
"EW025_RS00955"	"g000824_1"	"hypothetical protein"
"EW025_RS00960"	"g000824_2"	"hypothetical protein"
"EW025_RS00965"	"g001667"	"hypothetical protein"
"EW025_RS00970"	"g009812"	"PLP-dependent transferase"
"EW025_RS00975"	"g005121"	"leucine--tRNA ligase"
"EW025_RS00980"	"g010697"	"PTS sugar transporter subunit IIC"
"EW025_RS00985"	"g008290"	"PTS sugar transporter subunit IIB"
"EW025_RS00990"	"g003121"	"PTS ascorbate transporter subunit IIA"
"EW025_RS00995"	"g006236"	"3-keto-L-gulonate-6-phosphate decarboxylase UlaD"
"EW025_RS01000"	"g000061"	"L-ribulose-5-phosphate 3-epimerase"
"EW025_RS01005"	"g000015"	"L-ribulose-5-phosphate 4-epimerase"
"EW025_RS01010"	"g001847"	"hypothetical protein"
"EW025_RS01015"	"g010385"	"transcription antiterminator"
"EW025_RS01020"	"g001996"	"L-ascorbate 6-phosphate lactonase"
"EW025_RS01025"	"g009620"	"glycine betaine/L-proline ABC transporter ATP-binding protein"
"EW025_RS01030"	"g010288"	"ABC transporter permease subunit"
"EW025_RS01035"	"g011164"	"DNA polymerase I"
"EW025_RS01040"	"g003229"	"CoA-binding protein"
"EW025_RS01045"	"g007144"	"peroxide-responsive transcriptional repressor PerR"
"EW025_RS01050"	"g003665"	"hypothetical protein"
"EW025_RS01055"	"g010940"	"phosphoadenosine phosphosulfate reductase"
"EW025_RS01060"	"g006846"	"ParB-like nuclease domain-containing protein"
"EW025_RS01065"	"g008829"	"hypothetical protein"
"EW025_RS01075"	"g009271"	"permease"
"EW025_RS01080"	"g010991"	"C4-dicarboxylate ABC transporter"
"EW025_RS01085"	"g012151"	"carboxylating nicotinate-nucleotide diphosphorylase"
"EW025_RS01090"	"g014587"	"None"
"EW025_RS01090"	"g014588"	"None"
"EW025_RS01095"	"g012203"	"DUF975 family protein"
"EW025_RS01100"	"g000912"	"tRNA guanosine(34) transglycosylase Tgt"
"EW025_RS01105"	"g003628"	"hypothetical protein"
"EW025_RS01110"	"g002992"	"biotin transporter BioY"
"EW025_RS01115"	"g012633"	"MBL fold metallo-hydrolase"
"EW025_RS01120"	"g006916"	"nucleoside deaminase"
"EW025_RS01125"	"g009494"	"hypothetical protein"
"EW025_RS01135"	"g013009"	"streptococcal pyrogenic exotoxin SpeG"
"EW025_RS01140"	"g004968"	"glucose-6-phosphate isomerase"
"EW025_RS01145"	"g010534"	"hypothetical protein"
"EW025_RS01150"	"g009828"	"ISAs1-like element IS1548 family transposase"
"EW025_RS01155"	"g011905"	"metal ABC transporter substrate-binding lipoprotein/laminin-binding adhesin Lmb"
"EW025_RS01160"	"g011198"	"pneumococcal-type histidine triad protein"
"EW025_RS01165"	"g003964_1"	"CsbD family protein"
"EW025_RS01170"	"g006390"	"ABC transporter ATP-binding protein"
"EW025_RS01175"	"g012507"	"ABC transporter ATP-binding protein"
"EW025_RS01180"	"g012412"	"ABC transporter permease"
"EW025_RS01185"	"g011620"	"ABC transporter permease"
"EW025_RS01190"	"g010404"	"ABC transporter substrate-binding protein"
"EW025_RS01195"	"g008385"	"hypothetical protein"
"EW025_RS01200"	"g002634"	"streptococcal mitogenic exotoxin SmeZ"
"EW025_RS01205"	"g003066"	"DNA topology modulation protein"
"EW025_RS01210"	"g003278"	"GNAT family N-acetyltransferase"
"EW025_RS01225"	"g004162"	"replication-associated recombination protein A"
"EW025_RS01230"	"g006657"	"aminodeoxychorismate/anthranilate synthase component II"
"EW025_RS01235"	"g000974"	"aminodeoxychorismate synthase component I"
"EW025_RS01240"	"g003185"	"DUF3013 family protein"
"EW025_RS01245"	"g002362"	"50S ribosomal protein L11 methyltransferase"
"EW025_RS01250"	"g001173"	"16S rRNA (uracil(1498)-N(3))-methyltransferase"
"EW025_RS01255"	"g010053"	"PTS glucose transporter subunit IIABC"
"EW025_RS01260"	"g012426"	"endonuclease/exonuclease/phosphatase family protein"
"EW025_RS01265"	"g007061"	"class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI"
"EW025_RS01270"	"g000009_1"	"LPXTG cell wall anchor domain-containing protein"
"EW025_RS01275"	"g010043"	"bifunctional (p)ppGpp synthetase/guanosine-3'%2C5'-bis(diphosphate) 3'-pyrophosphohydrolase"
"EW025_RS01280"	"g003267"	"D-tyrosyl-tRNA(Tyr) deacylase"
"EW025_RS01285"	"g001024"	"streptokinase"
"EW025_RS01290"	"g005721"	"PucR family transcriptional regulator"
"EW025_RS01295"	"g000915"	"sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC"
"EW025_RS01300"	"g004723"	"alpha-glucosidase"
"EW025_RS01305"	"g008638"	"hypothetical protein"
"EW025_RS01310"	"g002229"	"pullulanase"
"EW025_RS01315"	"g007668"	"thiol reductase thioredoxin"
"EW025_RS01320"	"g007712"	"preprotein translocase subunit YajC"
"EW025_RS01325"	"g005901"	"isoprenyl transferase"
"EW025_RS01330"	"g012552"	"phosphatidate cytidylyltransferase"
"EW025_RS01335"	"g009402"	"RIP metalloprotease RseP"
"EW025_RS01340"	"g010198"	"proline--tRNA ligase"
"EW025_RS01345"	"g011053"	"PolC-type DNA polymerase III"
"EW025_RS01350"	"g007365"	"MarR family transcriptional regulator"
"EW025_RS01355"	"g006781"	"NAD(P)H-dependent oxidoreductase"
"EW025_RS01360"	"g002815"	"peptide deformylase"
"EW025_RS01365"	"g008359"	"transcriptional regulator"
"EW025_RS01370"	"g009228"	"hypothetical protein"
"EW025_RS01375"	"g000394"	"30S ribosomal protein S15"
"EW025_RS01380"	"g010103"	"BglG family transcription antiterminator"
"EW025_RS01385"	"g008255"	"PTS sugar transporter subunit IIB"
"EW025_RS01390"	"g000871"	"PTS ascorbate transporter subunit IIC"
"EW025_RS01395"	"g001185"	"transaldolase"
"EW025_RS01400"	"g000110"	"polyribonucleotide nucleotidyltransferase"
"EW025_RS01405"	"g012780"	"SseB family protein"
"EW025_RS01410"	"g006579"	"serine O-acetyltransferase"
"EW025_RS01415"	"g000036_1"	"hypothetical protein"
"EW025_RS01420"	"g008637"	"hypothetical protein"
"EW025_RS01425"	"g004893"	"cysteine--tRNA ligase"
"EW025_RS01430"	"g007441"	"Mini-ribonuclease 3"
"EW025_RS01435"	"g012538"	"hypothetical protein"
"EW025_RS01440"	"g012806"	"23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB"
"EW025_RS01445"	"g006907"	"NYN domain-containing protein"
"EW025_RS01450"	"g012223"	"DegV family protein"
"EW025_RS01455"	"g000648"	"hypothetical protein"
"EW025_RS01460"	"g000302"	"helix-turn-helix transcriptional regulator"
"EW025_RS01465"	"g000700"	"50S ribosomal protein L13"
"EW025_RS01470"	"g001558"	"30S ribosomal protein S9"
"EW025_RS01480"	"g003557"	"type II toxin-antitoxin system RelE/ParE family toxin"
"EW025_RS01485"	"g008243"	"DNA-damage-inducible protein J"
"EW025_RS01495"	"g005890_2"	"DeoR/GlpR transcriptional regulator"
"EW025_RS01500"	"g000713_1"	"galactose-6-phosphate isomerase subunit LacA"
"EW025_RS01505"	"g000657_2"	"galactose-6-phosphate isomerase subunit LacB"
"EW025_RS01510"	"g002382"	"tagatose-6-phosphate kinase"
"EW025_RS01515"	"g002337"	"tagatose-bisphosphate aldolase"
"EW025_RS01520"	"g003604"	"PTS lactose/cellobiose transporter subunit IIA"
"EW025_RS01525"	"g004650"	"PTS lactose EIICB component"
"EW025_RS01530"	"g004879"	"6-phospho-beta-galactosidase"
"EW025_RS01535"	"g009227"	"type A2 lantipeptide"
"EW025_RS01540"	"g000988"	"DUF4135 domain-containing protein"
"EW025_RS01545"	"g014589"	"None"
"EW025_RS01550"	"g001181"	"ABC transporter ATP-binding protein"
"EW025_RS01555"	"g002046"	"FtsX-like permease family protein"
"EW025_RS01560"	"g002114"	"ATP-binding protein"
"EW025_RS01565"	"g006479"	"response regulator transcription factor"
"EW025_RS01570"	"g008913"	"hypothetical protein"
"EW025_RS01575"	"g010440"	"type I restriction-modification system subunit M"
"EW025_RS01580"	"g000897"	"restriction endonuclease subunit S"
"EW025_RS01585"	"g011125"	"type I restriction endonuclease subunit R"
"EW025_RS01590"	"g010001"	"glycerate kinase"
"EW025_RS01625"	"g006744"	"sigma-70 family RNA polymerase sigma factor"
"EW025_RS01635"	"g014590"	"None"
"EW025_RS01640"	"g006566"	"YqeG family HAD IIIA-type phosphatase"
"EW025_RS01645"	"g004388"	"ribosome biogenesis GTPase YqeH"
"EW025_RS01650"	"g008101"	"ribosome assembly RNA-binding protein YhbY"
"EW025_RS01655"	"g006356"	"nicotinate-nucleotide adenylyltransferase"
"EW025_RS01660"	"g002860"	"HD domain-containing protein"
"EW025_RS01665"	"g001582"	"ribosome silencing factor"
"EW025_RS01670"	"g005852"	"class I SAM-dependent methyltransferase"
"EW025_RS01675"	"g009900"	"nucleotidyltransferase"
"EW025_RS01680"	"g009260"	"hypothetical protein"
"EW025_RS01685"	"g002614"	"YebC/PmpR family DNA-binding transcriptional regulator"
"EW025_RS01690"	"g012302"	"amino acid ABC transporter substrate-binding protein"
